DataSeries,year_month,arrivals
North America,1999-08,21826
Number Of Air Passenger Arrivals,1999-07,1051683
South East Asia,1999-07,399886
Vietnam,1999-07,15025
Indonesia,1999-07,110946
Malaysia,1999-07,127632
Philippines,1999-07,28093
Thailand,1999-07,102236
North East Asia,1999-07,268513
Mainland China,1999-07,37088
Hong Kong,1999-07,75374
Japan,1999-07,89553
South Asia,1999-07,71644
Middle East,1999-07,18740
Oceania,1999-07,111754
Germany,1999-07,28619
Europe,1999-07,141247
France,1999-07,14099
United Kingdom,1999-07,57393
North America,1999-07,27013
Number Of Air Passenger Arrivals,1999-06,1074059
South East Asia,1999-06,415460
Vietnam,1999-06,12177
Indonesia,1999-06,95407
Malaysia,1999-06,138882
Philippines,1999-06,30463
Thailand,1999-06,121601
North East Asia,1999-06,281003
Mainland China,1999-06,53715
Hong Kong,1999-06,77069
Japan,1999-06,85645
South Asia,1999-06,66509
Middle East,1999-06,16899
Oceania,1999-06,134095
Germany,1999-06,22826
Europe,1999-06,119055
France,1999-06,12044
United Kingdom,1999-06,49328
North America,1999-06,29108
Number Of Air Passenger Arrivals,1999-05,946610
South East Asia,1999-05,407224
Vietnam,1999-05,10464
Indonesia,1999-05,122647
Malaysia,1999-05,123465
Philippines,1999-05,31098
Thailand,1999-05,103669
North East Asia,1999-05,216500
Mainland China,1999-05,41495
Hong Kong,1999-05,59879
Japan,1999-05,64538
South Asia,1999-05,71858
Middle East,1999-05,9291
Oceania,1999-05,114038
Germany,1999-05,21736
Europe,1999-05,96612
France,1999-05,10210
United Kingdom,1999-05,36440
North America,1999-05,20892
Number Of Air Passenger Arrivals,1999-04,952797
South East Asia,1999-04,390343
Vietnam,1999-04,13529
Indonesia,1999-04,106180
Malaysia,1999-04,116245
Philippines,1999-04,31771
Thailand,1999-04,105857
North East Asia,1999-04,222579
Mainland China,1999-04,39199
Hong Kong,1999-04,62041
Japan,1999-04,69053
South Asia,1999-04,70874
Middle East,1999-04,15210
Oceania,1999-04,125546
Germany,1999-04,21389
Europe,1999-04,99466
France,1999-04,10560
United Kingdom,1999-04,37720
North America,1999-04,17034
Number Of Air Passenger Arrivals,1999-03,1002099
South East Asia,1999-03,411010
Vietnam,1999-03,16283
Indonesia,1999-03,113406
Malaysia,1999-03,123590
Philippines,1999-03,29428
Thailand,1999-03,111906
North East Asia,1999-03,237970
Mainland China,1999-03,34990
Hong Kong,1999-03,63610
Japan,1999-03,90257
South Asia,1999-03,67680
Middle East,1999-03,11438
Oceania,1999-03,122906
Germany,1999-03,24666
Europe,1999-03,118226
France,1999-03,12423
United Kingdom,1999-03,47222
North America,1999-03,21611
Number Of Air Passenger Arrivals,1999-02,921602
South East Asia,1999-02,374159
Vietnam,1999-02,11840
Indonesia,1999-02,97820
Malaysia,1999-02,124473
Philippines,1999-02,24892
Thailand,1999-02,98850
North East Asia,1999-02,228601
Mainland China,1999-02,37702
Hong Kong,1999-02,63747
Japan,1999-02,74263
South Asia,1999-02,66254
Middle East,1999-02,8634
Oceania,1999-02,102678
Germany,1999-02,22638
Europe,1999-02,109196
France,1999-02,11420
United Kingdom,1999-02,41288
North America,1999-02,20877
Number Of Air Passenger Arrivals,1999-01,990089
South East Asia,1999-01,393666
Vietnam,1999-01,12719
Indonesia,1999-01,114537
Malaysia,1999-01,111462
Philippines,1999-01,32410
Thailand,1999-01,106454
North East Asia,1999-01,227537
Mainland China,1999-01,30833
Hong Kong,1999-01,63640
Japan,1999-01,80679
South Asia,1999-01,75524
Middle East,1999-01,10962
Oceania,1999-01,121649
Germany,1999-01,26727
Europe,1999-01,120870
France,1999-01,11803
United Kingdom,1999-01,41256
North America,1999-01,27245
Number Of Air Passenger Arrivals,1998-12,1120795
South East Asia,1998-12,436736
Vietnam,1998-12,11008
Indonesia,1998-12,117449
Malaysia,1998-12,131877
Philippines,1998-12,22786
Thailand,1998-12,131650
North East Asia,1998-12,284130
Mainland China,1998-12,43862
Hong Kong,1998-12,90142
Japan,1998-12,89188
South Asia,1998-12,71722
Middle East,1998-12,17345
Oceania,1998-12,148803
Germany,1998-12,21195
Europe,1998-12,118798
France,1998-12,12616
United Kingdom,1998-12,46886
North America,1998-12,29169
Number Of Air Passenger Arrivals,1998-11,941033
South East Asia,1998-11,372989
Vietnam,1998-11,10874
Indonesia,1998-11,99787
Malaysia,1998-11,112379
Philippines,1998-11,23609
Thailand,1998-11,109520
North East Asia,1998-11,226503
Mainland China,1998-11,36499
Hong Kong,1998-11,65745
Japan,1998-11,73198
South Asia,1998-11,60681
Middle East,1998-11,10209
Oceania,1998-11,119588
Germany,1998-11,23339
Europe,1998-11,116875
France,1998-11,11712
United Kingdom,1998-11,43020
North America,1998-11,23459
Number Of Air Passenger Arrivals,1998-10,946332
South East Asia,1998-10,383157
Vietnam,1998-10,10394
Indonesia,1998-10,109208
Malaysia,1998-10,123069
Philippines,1998-10,23198
Thailand,1998-10,102663
North East Asia,1998-10,222729
Mainland China,1998-10,41310
Hong Kong,1998-10,63524
Japan,1998-10,68534
South Asia,1998-10,60673
Middle East,1998-10,10202
Oceania,1998-10,101972
Germany,1998-10,30565
Europe,1998-10,133348
France,1998-10,11734
United Kingdom,1998-10,47293
North America,1998-10,22206
Number Of Air Passenger Arrivals,1998-09,892006
South East Asia,1998-09,348338
Vietnam,1998-09,9521
Indonesia,1998-09,96938
Malaysia,1998-09,123402
Philippines,1998-09,23390
Thailand,1998-09,80908
North East Asia,1998-09,215219
Mainland China,1998-09,30903
Hong Kong,1998-09,59408
Japan,1998-09,82141
South Asia,1998-09,59447
Middle East,1998-09,9939
Oceania,1998-09,105693
Germany,1998-09,26236
Europe,1998-09,121338
France,1998-09,9683
United Kingdom,1998-09,44653
North America,1998-09,21496
Number Of Air Passenger Arrivals,1998-08,983613
South East Asia,1998-08,390915
Vietnam,1998-08,12641
Indonesia,1998-08,101014
Malaysia,1998-08,137336
Philippines,1998-08,26761
Thailand,1998-08,99238
North East Asia,1998-08,250291
Mainland China,1998-08,28574
Hong Kong,1998-08,70942
Japan,1998-08,96154
South Asia,1998-08,63022
Middle East,1998-08,12414
Oceania,1998-08,108832
Germany,1998-08,24836
Europe,1998-08,124776
France,1998-08,11714
United Kingdom,1998-08,44843
North America,1998-08,21600
Number Of Air Passenger Arrivals,1998-07,944507
South East Asia,1998-07,361019
Vietnam,1998-07,11173
Indonesia,1998-07,89746
Malaysia,1998-07,127968
Philippines,1998-07,25877
Thailand,1998-07,90411
North East Asia,1998-07,243965
Mainland China,1998-07,28433
Hong Kong,1998-07,69555
Japan,1998-07,92309
South Asia,1998-07,61583
Middle East,1998-07,17309
Oceania,1998-07,97762
Germany,1998-07,26919
Europe,1998-07,128911
France,1998-07,11715
United Kingdom,1998-07,48764
North America,1998-07,23233
Number Of Air Passenger Arrivals,1998-06,974009
South East Asia,1998-06,402750
Vietnam,1998-06,9810
Indonesia,1998-06,81867
Malaysia,1998-06,156790
Philippines,1998-06,27268
Thailand,1998-06,109992
North East Asia,1998-06,247016
Mainland China,1998-06,37941
Hong Kong,1998-06,71401
Japan,1998-06,79077
South Asia,1998-06,59085
Middle East,1998-06,13806
Oceania,1998-06,109052
Germany,1998-06,19709
Europe,1998-06,105650
France,1998-06,8328
United Kingdom,1998-06,44191
North America,1998-06,27069
Number Of Air Passenger Arrivals,1998-05,929296
South East Asia,1998-05,408968
Vietnam,1998-05,9380
Indonesia,1998-05,118284
Malaysia,1998-05,143702
Philippines,1998-05,26032
Thailand,1998-05,94665
North East Asia,1998-05,216373
Mainland China,1998-05,34997
Hong Kong,1998-05,62214
Japan,1998-05,63755
South Asia,1998-05,64077
Middle East,1998-05,12617
Oceania,1998-05,106061
Germany,1998-05,19080
Europe,1998-05,89168
France,1998-05,8242
United Kingdom,1998-05,35049
North America,1998-05,22623
Number Of Air Passenger Arrivals,1998-04,903140
South East Asia,1998-04,381978
Vietnam,1998-04,11285
Indonesia,1998-04,91945
Malaysia,1998-04,138968
Philippines,1998-04,29149
Thailand,1998-04,93783
North East Asia,1998-04,207561
Mainland China,1998-04,33018
Hong Kong,1998-04,65009
Japan,1998-04,63607
South Asia,1998-04,63672
Middle East,1998-04,13360
Oceania,1998-04,109680
Germany,1998-04,20891
Europe,1998-04,98554
France,1998-04,9050
United Kingdom,1998-04,36851
North America,1998-04,17680
Number Of Air Passenger Arrivals,1998-03,898977
South East Asia,1998-03,382187
Vietnam,1998-03,11230
Indonesia,1998-03,86188
Malaysia,1998-03,142718
Philippines,1998-03,25608
Thailand,1998-03,97714
North East Asia,1998-03,212393
Mainland China,1998-03,29031
Hong Kong,1998-03,60349
Japan,1998-03,79203
South Asia,1998-03,63145
Middle East,1998-03,9087
Oceania,1998-03,104893
Germany,1998-03,20257
Europe,1998-03,98263
France,1998-03,7836
United Kingdom,1998-03,37312
North America,1998-03,19838
Number Of Air Passenger Arrivals,1998-02,864256
South East Asia,1998-02,364537
Vietnam,1998-02,12747
Indonesia,1998-02,86977
Malaysia,1998-02,136932
Philippines,1998-02,23190
Thailand,1998-02,88816
North East Asia,1998-02,209515
Mainland China,1998-02,30718
Hong Kong,1998-02,51991
Japan,1998-02,74204
South Asia,1998-02,68258
Middle East,1998-02,7317
Oceania,1998-02,87797
Germany,1998-02,19266
Europe,1998-02,97957
France,1998-02,8565
United Kingdom,1998-02,36901
North America,1998-02,19405
Number Of Air Passenger Arrivals,1998-01,893575
South East Asia,1998-01,368589
Vietnam,1998-01,10913
Indonesia,1998-01,101706
Malaysia,1998-01,126097
Philippines,1998-01,29489
Thailand,1998-01,82982
North East Asia,1998-01,208846
Mainland China,1998-01,27293
Hong Kong,1998-01,62662
Japan,1998-01,68880
South Asia,1998-01,72300
Middle East,1998-01,9488
Oceania,1998-01,99502
Germany,1998-01,17405
Europe,1998-01,96362
France,1998-01,8756
United Kingdom,1998-01,38260
North America,1998-01,27956
Number Of Air Passenger Arrivals,1997-12,1125823
South East Asia,1997-12,486207
Vietnam,1997-12,10171
Indonesia,1997-12,136735
Malaysia,1997-12,171032
Philippines,1997-12,24431
Thailand,1997-12,121611
North East Asia,1997-12,264880
Mainland China,1997-12,37509
Hong Kong,1997-12,81410
Japan,1997-12,91361
South Asia,1997-12,70132
Middle East,1997-12,18109
Oceania,1997-12,136010
Germany,1997-12,16317
Europe,1997-12,105648
France,1997-12,9357
United Kingdom,1997-12,41780
North America,1997-12,31772
Number Of Air Passenger Arrivals,1997-11,949830
South East Asia,1997-11,411064
Vietnam,1997-11,9721
Indonesia,1997-11,121260
Malaysia,1997-11,142294
Philippines,1997-11,25378
Thailand,1997-11,93092
North East Asia,1997-11,223148
Mainland China,1997-11,32289
Hong Kong,1997-11,63346
Japan,1997-11,81196
South Asia,1997-11,62513
Middle East,1997-11,9527
Oceania,1997-11,109003
Germany,1997-11,17403
Europe,1997-11,98157
France,1997-11,8627
United Kingdom,1997-11,36526
North America,1997-11,26338
Number Of Air Passenger Arrivals,1997-10,896778
South East Asia,1997-10,377324
Vietnam,1997-10,9592
Indonesia,1997-10,121490
Malaysia,1997-10,126428
Philippines,1997-10,24720
Thailand,1997-10,78624
North East Asia,1997-10,210222
Mainland China,1997-10,34927
Hong Kong,1997-10,55818
Japan,1997-10,74666
South Asia,1997-10,61687
Middle East,1997-10,11076
Oceania,1997-10,87240
Germany,1997-10,22328
Europe,1997-10,117154
France,1997-10,10403
United Kingdom,1997-10,44376
North America,1997-10,21068
Number Of Air Passenger Arrivals,1997-09,966847
South East Asia,1997-09,407938
Vietnam,1997-09,8824
Indonesia,1997-09,135033
Malaysia,1997-09,146375
Philippines,1997-09,24036
Thailand,1997-09,77377
North East Asia,1997-09,245976
Mainland China,1997-09,36458
Hong Kong,1997-09,62397
Japan,1997-09,95159
South Asia,1997-09,60375
Middle East,1997-09,10310
Oceania,1997-09,92591
Germany,1997-09,21702
Europe,1997-09,118216
France,1997-09,10794
United Kingdom,1997-09,42008
North America,1997-09,21008
Number Of Air Passenger Arrivals,1997-08,1020296
South East Asia,1997-08,442604
Vietnam,1997-08,11268
Indonesia,1997-08,144093
Malaysia,1997-08,160005
Philippines,1997-08,25762
Thailand,1997-08,83986
North East Asia,1997-08,260457
Mainland China,1997-08,25154
Hong Kong,1997-08,68306
Japan,1997-08,107189
South Asia,1997-08,65727
Middle East,1997-08,11224
Oceania,1997-08,91228
Germany,1997-08,19932
Europe,1997-08,116916
France,1997-08,11113
United Kingdom,1997-08,44439
North America,1997-08,22012
Number Of Air Passenger Arrivals,1997-07,1044618
South East Asia,1997-07,451825
Vietnam,1997-07,11444
Indonesia,1997-07,155219
Malaysia,1997-07,155334
Philippines,1997-07,27513
Thailand,1997-07,85419
North East Asia,1997-07,268228
Mainland China,1997-07,25657
Hong Kong,1997-07,71974
Japan,1997-07,101472
South Asia,1997-07,63956
Middle East,1997-07,12152
Oceania,1997-07,87932
Germany,1997-07,22848
Europe,1997-07,125542
France,1997-07,11602
United Kingdom,1997-07,47176
North America,1997-07,24972
Number Of Air Passenger Arrivals,1997-06,1072036
South East Asia,1997-06,479318
Vietnam,1997-06,10753
Indonesia,1997-06,162021
Malaysia,1997-06,162746
Philippines,1997-06,27558
Thailand,1997-06,95991
North East Asia,1997-06,261998
Mainland China,1997-06,38578
Hong Kong,1997-06,64955
Japan,1997-06,93374
South Asia,1997-06,61235
Middle East,1997-06,11805
Oceania,1997-06,104006
Germany,1997-06,18716
Europe,1997-06,112506
France,1997-06,9918
United Kingdom,1997-06,42961
North America,1997-06,29919
Number Of Air Passenger Arrivals,1997-05,947564
South East Asia,1997-05,423878
Vietnam,1997-05,9398
Indonesia,1997-05,119200
Malaysia,1997-05,155963
Philippines,1997-05,29142
Thailand,1997-05,89779
North East Asia,1997-05,232920
Mainland China,1997-05,33753
Hong Kong,1997-05,67835
Japan,1997-05,75045
South Asia,1997-05,63499
Middle East,1997-05,14580
Oceania,1997-05,92638
Germany,1997-05,16467
Europe,1997-05,89432
France,1997-05,8103
United Kingdom,1997-05,33531
North America,1997-05,22047
Number Of Air Passenger Arrivals,1997-04,937720
South East Asia,1997-04,432913
Vietnam,1997-04,10831
Indonesia,1997-04,125049
Malaysia,1997-04,149059
Philippines,1997-04,31396
Thailand,1997-04,96181
North East Asia,1997-04,231332
Mainland China,1997-04,29971
Hong Kong,1997-04,66585
Japan,1997-04,82350
South Asia,1997-04,57223
Middle East,1997-04,8988
Oceania,1997-04,92925
Germany,1997-04,18169
Europe,1997-04,87684
France,1997-04,7779
United Kingdom,1997-04,30620
North America,1997-04,17718
Number Of Air Passenger Arrivals,1997-03,1030349
South East Asia,1997-03,462687
Vietnam,1997-03,14221
Indonesia,1997-03,138512
Malaysia,1997-03,155358
Philippines,1997-03,29257
Thailand,1997-03,105245
North East Asia,1997-03,266150
Mainland China,1997-03,28727
Hong Kong,1997-03,80215
Japan,1997-03,99395
South Asia,1997-03,63787
Middle East,1997-03,9243
Oceania,1997-03,98516
Germany,1997-03,18571
Europe,1997-03,97825
France,1997-03,7353
United Kingdom,1997-03,36155
North America,1997-03,21038
Number Of Air Passenger Arrivals,1997-02,970646
South East Asia,1997-02,445411
Vietnam,1997-02,12809
Indonesia,1997-02,133246
Malaysia,1997-02,157638
Philippines,1997-02,25326
Thailand,1997-02,96508
North East Asia,1997-02,251541
Mainland China,1997-02,28525
Hong Kong,1997-02,69974
Japan,1997-02,93073
South Asia,1997-02,55786
Middle East,1997-02,7919
Oceania,1997-02,88424
Germany,1997-02,16666
Europe,1997-02,89455
France,1997-02,6464
United Kingdom,1997-02,34323
North America,1997-02,21109
Number Of Air Passenger Arrivals,1997-01,953462
South East Asia,1997-01,414155
Vietnam,1997-01,11194
Indonesia,1997-01,118184
Malaysia,1997-01,137604
Philippines,1997-01,31453
Thailand,1997-01,96799
North East Asia,1997-01,230242
Mainland China,1997-01,20726
Hong Kong,1997-01,63479
Japan,1997-01,91409
South Asia,1997-01,69523
Middle East,1997-01,8547
Oceania,1997-01,91468
Germany,1997-01,18519
Europe,1997-01,100071
France,1997-01,7809
United Kingdom,1997-01,38191
North America,1997-01,27875
Number Of Air Passenger Arrivals,1996-12,1172766
South East Asia,1996-12,536220
Vietnam,1996-12,10096
Indonesia,1996-12,168558
Malaysia,1996-12,188149
Philippines,1996-12,25208
Thailand,1996-12,118232
North East Asia,1996-12,284626
Mainland China,1996-12,31184
Hong Kong,1996-12,88871
Japan,1996-12,105319
South Asia,1996-12,63626
Middle East,1996-12,16799
Oceania,1996-12,123414
Germany,1996-12,18040
Europe,1996-12,103310
France,1996-12,8510
United Kingdom,1996-12,37900
North America,1996-12,31250
Number Of Air Passenger Arrivals,1996-11,992707
South East Asia,1996-11,455681
Vietnam,1996-11,10170
Indonesia,1996-11,134255
Malaysia,1996-11,163156
Philippines,1996-11,24161
Thailand,1996-11,103750
North East Asia,1996-11,244287
Mainland China,1996-11,28011
Hong Kong,1996-11,73310
Japan,1996-11,91828
South Asia,1996-11,51890
Middle East,1996-11,8717
Oceania,1996-11,100025
Germany,1996-11,18738
Europe,1996-11,98272
France,1996-11,7162
United Kingdom,1996-11,35979
North America,1996-11,23294
Number Of Air Passenger Arrivals,1996-10,946843
South East Asia,1996-10,420258
Vietnam,1996-10,8759
Indonesia,1996-10,133139
Malaysia,1996-10,145821
Philippines,1996-10,23286
Thailand,1996-10,92623
North East Asia,1996-10,238816
Mainland China,1996-10,29887
Hong Kong,1996-10,71538
Japan,1996-10,84010
South Asia,1996-10,52535
Middle East,1996-10,8431
Oceania,1996-10,79595
Germany,1996-10,23522
Europe,1996-10,116062
France,1996-10,8500
United Kingdom,1996-10,41419
North America,1996-10,20870
Number Of Air Passenger Arrivals,1996-09,897453
South East Asia,1996-09,391273
Vietnam,1996-09,8930
Indonesia,1996-09,125703
Malaysia,1996-09,141095
Philippines,1996-09,21739
Thailand,1996-09,76529
North East Asia,1996-09,227331
Mainland China,1996-09,22733
Hong Kong,1996-09,66972
Japan,1996-09,90537
South Asia,1996-09,50412
Middle East,1996-09,8473
Oceania,1996-09,81163
Germany,1996-09,21651
Europe,1996-09,108149
France,1996-09,7891
United Kingdom,1996-09,37597
North America,1996-09,18642
Number Of Air Passenger Arrivals,1996-08,1004871
South East Asia,1996-08,442673
Vietnam,1996-08,11637
Indonesia,1996-08,136108
Malaysia,1996-08,159754
Philippines,1996-08,22615
Thailand,1996-08,90973
North East Asia,1996-08,271883
Mainland China,1996-08,20827
Hong Kong,1996-08,84331
Japan,1996-08,105598
South Asia,1996-08,55295
Middle East,1996-08,11280
Oceania,1996-08,85566
Germany,1996-08,20611
Europe,1996-08,107021
France,1996-08,7131
United Kingdom,1996-08,39901
North America,1996-08,20329
Number Of Air Passenger Arrivals,1996-07,975918
South East Asia,1996-07,421991
Vietnam,1996-07,11230
Indonesia,1996-07,134221
Malaysia,1996-07,146910
Philippines,1996-07,21381
Thailand,1996-07,88889
North East Asia,1996-07,260784
Mainland China,1996-07,21446
